DATE and TIME (UTC) 	LAT  	LON  	MAG  	DEPTH		
km	  LOCATION   					
   (Shows interactive map)  	  IRIS ID					
  (Other info)						
05-09-2023 16:26	51.55	16.09	4.1	5	POLAND	11741474
05-09-2023 15:42	-5.43	34.93	5.1	10	TANZANIA	11741454
05-09-2023 15:03	-5.31	142.88	5.8	49	"NEW GUINEA, PAPUA NEW GUINEA"	11741436
05-09-2023 14:58	2.57	95.85	5.1	24	OFF W COAST OF NORTHERN SUMATRA	11741441
05-09-2023 14:35	-8.54	108.87	4.2	66	"JAVA, INDONESIA"	11741448
05-09-2023 14:30	-24.84	-69.04	4	92	NORTHERN CHILE	11741443
05-09-2023 12:09	36.1	69.69	4.3	114	"HINDU KUSH REGION, AFGHANISTAN"	11743029
05-09-2023 09:30	23.55	120.32	4.9	12	TAIWAN	11741346
05-09-2023 08:38	-4.32	102.17	4.9	53	"SOUTHERN SUMATRA, INDONESIA"	11741342
05-09-2023 07:52	36.71	141.69	4.5	37	"NEAR EAST COAST OF HONSHU, JAPAN"	11741335
05-09-2023 07:22	23.04	124.47	4.8	10	"SOUTHWESTERN RYUKYU ISL., JAPAN"	11741330
05-09-2023 04:33	35.66	140.16	4.5	67	"NEAR EAST COAST OF HONSHU, JAPAN"	11748387
05-09-2023 04:30	-4.73	131.05	4.6	42	BANDA SEA	11741304
05-09-2023 04:27	35.71	140.16	4.9	66	"NEAR EAST COAST OF HONSHU, JAPAN"	11741297
05-09-2023 04:12	5.64	126.54	4.7	81	"MINDANAO, PHILIPPINES"	11741300
05-09-2023 04:11	-29.86	-179.19	4.9	317	KERMADEC ISLANDS REGION	11741298
05-09-2023 03:13	22.25	120.97	4.5	10	TAIWAN	11741279
05-09-2023 02:59	-6.48	129.72	4.1	140	BANDA SEA	11748376
05-09-2023 02:44	35.47	140.48	4	40	"NEAR EAST COAST OF HONSHU, JAPAN"	11748375
05-09-2023 01:29	2.14	128.41	4.3	238	"HALMAHERA, INDONESIA"	11748359
05-09-2023 01:16	-23.89	175.42	4.7	14	SOUTH OF FIJI ISLANDS	11748347
05-09-2023 01:09	39.55	143.12	4.4	35	"OFF EAST COAST OF HONSHU, JAPAN"	11747802
05-09-2023 00:55	-23.94	175.47	5.7	12	SOUTH OF FIJI ISLANDS	11741237
05-09-2023 00:54	-4.73	141.31	4.9	11	"NEW GUINEA, PAPUA NEW GUINEA"	11741241
05-09-2023 00:40	-27.27	-71.14	4.3	35	NEAR COAST OF NORTHERN CHILE	11741233
05-09-2023 00:19	-2.24	99.97	4.1	35	"SOUTHERN SUMATRA, INDONESIA"	11744612
04-09-2023 23:16	-56.15	-143.62	4.8	10	PACIFIC-ANTARCTIC RIDGE	11741662
04-09-2023 23:13	-27.28	-71.13	4.5	27	NEAR COAST OF NORTHERN CHILE	11741202
04-09-2023 22:45	-24.16	-66.98	4.4	181	"SALTA PROVINCE, ARGENTINA"	11741188
04-09-2023 21:12	37.05	141.75	4.4	35	"NEAR EAST COAST OF HONSHU, JAPAN"	11741139
04-09-2023 20:14	-65.9	-175.83	4.4	10	PACIFIC-ANTARCTIC RIDGE	11744467
04-09-2023 19:57	27.95	52.12	4.3	10	SOUTHERN IRAN	11741477
04-09-2023 17:46	-27.17	-71.18	4.4	28	NEAR COAST OF NORTHERN CHILE	11741094
04-09-2023 14:47	-2.37	-12.37	5.1	10	NORTH OF ASCENSION ISLAND	11741058
04-09-2023 14:11	-2.23	-12.42	4.7	10	NORTH OF ASCENSION ISLAND	11744360
04-09-2023 13:56	22.28	119.86	4.6	12	TAIWAN REGION	11744306
04-09-2023 13:52	-47.29	-12.59	5	10	SOUTHERN MID-ATLANTIC RIDGE	11741050
04-09-2023 12:07	-2.47	139.91	4.3	25	NEAR NORTH COAST OF IRIAN JAYA	11743510
04-09-2023 11:48	41.41	83.74	4.3	10	"SOUTHERN XINJIANG, CHINA"	11741034
04-09-2023 11:44	12.43	-87.13	4.1	118	NEAR COAST OF NICARAGUA	11743507
04-09-2023 09:11	2.18	127.26	5	103	NORTHERN MOLUCCA SEA	11741018
04-09-2023 08:18	54.39	160.27	4.4	103	NEAR EAST COAST OF KAMCHATKA	11741757
04-09-2023 08:08	-5.39	101.98	4.5	29	"SOUTHWEST OF SUMATRA, INDONESIA"	11741753
04-09-2023 07:08	37.22	71.74	4.4	136	AFGHANISTAN-TAJIKISTAN BORD REG.	11741005
04-09-2023 06:01	-31.79	-71.49	4.2	46	NEAR COAST OF CENTRAL CHILE	11743060
04-09-2023 05:26	37.92	27.07	4.8	10	TURKEY	11740993
04-09-2023 04:57	-4.48	145.05	4.3	10	"NEAR N COAST OF NEW GUINEA, PNG."	11746602
04-09-2023 04:50	-3.54	101.59	4.3	78	"SOUTHERN SUMATRA, INDONESIA"	11746572
04-09-2023 04:20	-15.84	-177.46	4.3	426	FIJI ISLANDS REGION	11740936
04-09-2023 03:54	37.38	141.42	4.3	41	"NEAR EAST COAST OF HONSHU, JAPAN"	11741611
04-09-2023 03:44	-17.53	-178.85	4.1	543	FIJI ISLANDS REGION	11746242
04-09-2023 03:36	-1.24	-15.49	4.9	10	NORTH OF ASCENSION ISLAND	11746236
04-09-2023 03:35	-27.18	-71.04	4.2	35	NEAR COAST OF NORTHERN CHILE	11741592
04-09-2023 02:53	39.56	82.82	4.2	10	"SOUTHERN XINJIANG, CHINA"	11740951
04-09-2023 02:27	-17.97	-177.99	4.2	597	FIJI ISLANDS REGION	11746207
04-09-2023 01:38	36.38	70.97	4.3	107	"HINDU KUSH REGION, AFGHANISTAN"	11740910
04-09-2023 01:24	-5.02	151.53	4.4	97	"NEW BRITAIN REGION, P.N.G."	11746202
04-09-2023 01:22	10.84	-62.39	4.4	94	NEAR COAST OF VENEZUELA	11740906
04-09-2023 01:13	42.71	146.56	4.3	27	"OFF COAST OF HOKKAIDO, JAPAN"	11746186
03-09-2023 23:57	-5.18	150.17	4.6	260	"NEW BRITAIN REGION, P.N.G."	11740897
03-09-2023 23:21	-23.69	-179.95	4.5	514	SOUTH OF FIJI ISLANDS	11740893
03-09-2023 21:43	36.65	71.53	4.1	103	AFGHANISTAN-TAJIKISTAN BORD REG.	11740886
03-09-2023 21:29	6.83	147.97	5.5	10	"E. CAROLINE ISLANDS, MICRONESIA"	11740883
03-09-2023 20:37	18.85	145.79	4	261	MARIANA ISLANDS	11744024
03-09-2023 18:15	4.92	125.66	4.7	109	"TALAUD ISLANDS, INDONESIA"	11740867
03-09-2023 17:44	72.93	5.26	4.4	10	NORWEGIAN SEA	11740857
03-09-2023 16:35	40.31	48.23	4.9	68	EASTERN CAUCASUS	11740836
03-09-2023 16:16	-9.26	121.92	4.4	81	SAVU SEA	11740842
03-09-2023 16:14	-19.39	-177.54	4.3	532	FIJI ISLANDS REGION	11740829
03-09-2023 12:32	-24.07	-66.82	4.4	192	"SALTA PROVINCE, ARGENTINA"	11740788
03-09-2023 10:28	-5.33	153.76	5.1	55	"NEW IRELAND REGION, P.N.G."	11740772
03-09-2023 10:22	-59.87	-26.25	4.6	35	SOUTH SANDWICH ISLANDS REGION	11743516
03-09-2023 09:59	9.22	93.89	4.7	10	"NICOBAR ISLANDS, INDIA REGION"	11740770
03-09-2023 08:38	-39.96	-16.82	4.4	10	SOUTHERN MID-ATLANTIC RIDGE	11748280
03-09-2023 07:49	18.94	-64.52	4.28	4	VIRGIN ISLANDS	11740742
03-09-2023 06:28	55.52	162.37	4.4	35	NEAR EAST COAST OF KAMCHATKA	11740743
03-09-2023 06:21	-59.24	-25.55	4.8	34	SOUTH SANDWICH ISLANDS REGION	11740738
03-09-2023 05:03	-36.83	179.22	4.1	35	"OFF E. COAST OF N. ISLAND, N.Z."	11748220
03-09-2023 04:28	41.13	142.83	4.2	47	"HOKKAIDO, JAPAN REGION"	11741128
03-09-2023 03:51	-17.21	-172.44	5	10	TONGA ISLANDS REGION	11743093
03-09-2023 03:18	13.84	144.9	4.3	140	MARIANA ISLANDS	11743089
03-09-2023 02:22	64.64	-17.8	4.2	10	ICELAND	11740683
03-09-2023 00:12	-19.69	-173.67	4.5	45	TONGA ISLANDS	11743395
02-09-2023 22:34	36.44	71.08	4	244	AFGHANISTAN-TAJIKISTAN BORD REG.	11740638
02-09-2023 20:34	-24.42	-178.85	4.5	396	SOUTH OF FIJI ISLANDS	11740625
02-09-2023 20:28	-21.51	-66.74	4.4	212	SOUTHERN BOLIVIA	11740620
02-09-2023 20:03	-3.17	137.89	4.3	58	"IRIAN JAYA, INDONESIA"	11740616
02-09-2023 19:05	-19.26	-177.91	4.3	597	FIJI ISLANDS REGION	11743448
02-09-2023 18:58	5.2	123.42	4.3	572	"MINDANAO, PHILIPPINES"	11749876
02-09-2023 15:33	51.84	135.23	4.3	10	"SOUTHEASTERN SIBERIA, RUSSIA"	11740548
02-09-2023 15:03	43.05	144.25	4.6	100	"HOKKAIDO, JAPAN REGION"	11740546
02-09-2023 14:40	-32.49	-178.84	4.4	29	SOUTH OF KERMADEC ISLANDS	11743388
02-09-2023 14:30	28.06	57.52	4.4	57	SOUTHERN IRAN	11740545
02-09-2023 14:26	-25.51	179.73	4.7	466	SOUTH OF FIJI ISLANDS	11740535
02-09-2023 14:11	-15.5	-75.01	4.9	40	NEAR COAST OF PERU	11740539
02-09-2023 11:24	-2.71	102.09	4.1	151	"SOUTHERN SUMATRA, INDONESIA"	11747867
02-09-2023 11:11	-8.21	-74.23	5.3	151	PERU-BRAZIL BORDER REGION	11740502
02-09-2023 10:38	-7.22	129.51	4.1	118	BANDA SEA	11740499
02-09-2023 10:34	-5.6	150.76	4	92	"NEW BRITAIN REGION, P.N.G."	11747852
02-09-2023 09:00	-8.35	-74.26	4.3	171	PERU-BRAZIL BORDER REGION	11747827
02-09-2023 08:20	-23.55	-179.65	4.1	521	SOUTH OF FIJI ISLANDS	11744626
02-09-2023 07:27	-6.5	128.21	4.3	379	BANDA SEA	11740503
02-09-2023 07:13	-24.31	179.96	4.2	498	SOUTH OF FIJI ISLANDS	11744621
02-09-2023 06:56	-9.86	160.38	4.9	10	SOLOMON ISLANDS	11740464
02-09-2023 06:17	40.25	20.57	4.5	10	GREECE-ALBANIA BORDER REGION	11740458
02-09-2023 02:08	-6.15	147.56	4.6	68	"EASTERN NEW GUINEA REG., P.N.G."	11740388
02-09-2023 01:55	26.71	54.25	4.8	16	SOUTHERN IRAN	11740390
01-09-2023 23:01	14.9	-60.52	4.4	54	WINDWARD ISLANDS	11740319
01-09-2023 22:44	-5.58	150.92	4.6	83	"NEW BRITAIN REGION, P.N.G."	11743215
01-09-2023 21:10	4.04	128.05	4.2	79	"NORTH OF HALMAHERA, INDONESIA"	11743221
01-09-2023 20:49	50.7	156.28	6.1	142	KURIL ISLANDS	11740292
01-09-2023 19:09	-4.42	143.84	5.3	118	"NEW GUINEA, PAPUA NEW GUINEA"	11740261
01-09-2023 18:25	0.76	95.83	4.8	19	OFF W COAST OF NORTHERN SUMATRA	11740251
01-09-2023 15:05	-18.12	168.14	4.8	35	VANUATU ISLANDS	11740155
01-09-2023 14:22	-1.52	126.33	4.1	12	SOUTHERN MOLUCCA SEA	11742708
01-09-2023 12:32	-60.55	-33.87	4.5	10	SCOTIA SEA	11742707
01-09-2023 12:02	45.39	148.39	4.7	140	KURIL ISLANDS	11740126
01-09-2023 10:54	18.78	145.94	4.6	10	MARIANA ISLANDS	11750218
01-09-2023 10:44	-23.44	-177.21	4	245	SOUTH OF FIJI ISLANDS	11750066
01-09-2023 10:22	-23.6	-64.51	4.4	10	"JUJUY PROVINCE, ARGENTINA"	11740137
01-09-2023 10:01	-58.78	-25.44	5	29	SOUTH SANDWICH ISLANDS REGION	11740110
01-09-2023 08:56	39.55	143.39	4.4	23	"OFF EAST COAST OF HONSHU, JAPAN"	11740129
01-09-2023 08:26	-15.59	-174.53	4.4	207	TONGA ISLANDS	11740127
01-09-2023 07:56	-32.75	-70.42	4.6	97	CHILE-ARGENTINA BORDER REGION	11740124
01-09-2023 06:31	39.36	143.16	4.1	31	"OFF EAST COAST OF HONSHU, JAPAN"	11744283
01-09-2023 05:53	4.89	127.5	4.3	126	"TALAUD ISLANDS, INDONESIA"	11744279
01-09-2023 05:27	9.41	93.86	4.2	10	"NICOBAR ISLANDS, INDIA REGION"	11744277
01-09-2023 02:19	5.18	-76.67	4.9	10	COLOMBIA	11740058
01-09-2023 01:16	-18.3	-178.17	4.4	519	FIJI ISLANDS REGION	11740049
31-08-2023 21:43	-55.91	-26.66	4.1	35	SOUTH SANDWICH ISLANDS REGION	11743024
31-08-2023 20:00	-22	-67.22	4.2	186	CHILE-BOLIVIA BORDER REGION	11741461
31-08-2023 19:56	73.83	8.56	4.4	10	GREENLAND SEA	11739971
31-08-2023 19:33	-9.82	160.21	5.1	23	SOLOMON ISLANDS	11739915
31-08-2023 19:18	-20.07	-175.45	4.8	150	TONGA ISLANDS	11739909
31-08-2023 18:45	38.09	73.08	4.8	57	TAJIKISTAN-XINJIANG BORDER REG.	11739902
31-08-2023 18:33	-6.03	129	4.4	248	BANDA SEA	11739897
31-08-2023 16:53	34.72	69.59	4.6	7	SOUTHEASTERN AFGHANISTAN	11739890
31-08-2023 16:20	-8.38	127.19	4.2	37	TIMOR REGION	11749764
31-08-2023 15:19	49.92	155.98	4.4	85	KURIL ISLANDS	11739884
31-08-2023 14:58	-17.65	-178.76	4.4	553	FIJI ISLANDS REGION	11739815
31-08-2023 12:59	-11.37	164.23	4.2	26	SANTA CRUZ ISLANDS REGION	11750114
31-08-2023 11:02	-60.21	-24.82	4.7	37	SOUTH SANDWICH ISLANDS REGION	11750098
31-08-2023 10:29	-9.48	123.87	5.4	47	TIMOR REGION	11739761
31-08-2023 09:41	-1.51	126.38	4.1	45	SOUTHERN MOLUCCA SEA	11750117
31-08-2023 09:38	-1.47	-77.67	4.6	186	ECUADOR	11739750
31-08-2023 09:27	-13.36	17.11	4.3	10	ANGOLA	11742330
31-08-2023 09:11	13.24	144.29	4.4	136	MARIANA ISLANDS	11750476
31-08-2023 08:54	34.65	81.82	4.5	10	XIZANG	11739741
31-08-2023 07:13	51.27	-178.53	4.7	49	"ANDREANOF ISLANDS, ALEUTIAN IS."	11739719
31-08-2023 07:13	51.16	-178.49	4.7	26	"ANDREANOF ISLANDS, ALEUTIAN IS."	11744642
31-08-2023 06:29	-22.06	-179.54	4.6	564	SOUTH OF FIJI ISLANDS	11739714
31-08-2023 02:44	-28.01	-13.3	4.9	10	SOUTHERN MID-ATLANTIC RIDGE	11739673
31-08-2023 01:46	36.64	71.17	4.4	211	AFGHANISTAN-TAJIKISTAN BORD REG.	11739667
31-08-2023 00:46	-23.19	170.93	4.5	10	SOUTHEAST OF LOYALTY ISLANDS	11744594
31-08-2023 00:20	-7.85	122.69	4.4	284	FLORES SEA	11739649
30-08-2023 23:32	-19.83	-177.68	4	540	FIJI ISLANDS REGION	11744574
30-08-2023 23:20	35.94	81.52	4.2	10	"SOUTHERN XINJIANG, CHINA"	11744569
30-08-2023 23:11	13.87	144.75	4.4	155	MARIANA ISLANDS	11744561
30-08-2023 23:03	30.33	131.36	4.3	30	"KYUSHU, JAPAN"	11744559
30-08-2023 21:20	-10.83	164.46	5	10	SANTA CRUZ ISLANDS REGION	11739488
30-08-2023 21:17	37.73	141.92	4.3	49	"NEAR EAST COAST OF HONSHU, JAPAN"	11739485
30-08-2023 21:10	-30.18	-178.32	4.6	80	"KERMADEC ISLANDS, NEW ZEALAND"	11744224
30-08-2023 20:27	54.76	-161.07	4.1	56	ALASKA PENINSULA	11739651
30-08-2023 20:26	17.66	-101.2	4.4	43	"NEAR COAST OF GUERRERO, MEXICO"	11741426
30-08-2023 18:59	54.82	-161.21	5.1	47	ALASKA PENINSULA	11739417
30-08-2023 18:43	19.54	-65.67	4.17	92	PUERTO RICO REGION	11739411
30-08-2023 17:58	67.46	-168.49	4.5	26	BERING STRAIT	11739437
30-08-2023 14:57	29.81	139.59	4.3	10	"SOUTHEAST OF HONSHU, JAPAN"	11750103
30-08-2023 14:36	-18.92	-174.75	4.4	124	TONGA ISLANDS	11750064
30-08-2023 14:35	-29.46	-71.36	4.6	40	NEAR COAST OF CENTRAL CHILE	11740141
30-08-2023 14:17	-29.45	-71.35	5.3	43	NEAR COAST OF CENTRAL CHILE	11739262
30-08-2023 13:55	-14.74	168.02	5.3	10	VANUATU ISLANDS	11739256
30-08-2023 13:54	-22.07	170.21	5.1	10	SOUTHEAST OF LOYALTY ISLANDS	11739254
30-08-2023 13:15	-36.33	-72.55	4.6	52	NEAR COAST OF CENTRAL CHILE	11739233
30-08-2023 12:52	-13.18	166.94	4	237	VANUATU ISLANDS	11744276
30-08-2023 12:50	1.03	126.8	4.1	56	NORTHERN MOLUCCA SEA	11744274
30-08-2023 12:17	-4.81	150.89	4.1	259	"NEW BRITAIN REGION, P.N.G."	11744273
30-08-2023 12:11	-22.22	-175.25	4.8	41	TONGA ISLANDS REGION	11739697
30-08-2023 09:07	-32.75	-71.83	4.3	47	NEAR COAST OF CENTRAL CHILE	11739198
30-08-2023 08:02	52.91	160.64	4	32	OFF EAST COAST OF KAMCHATKA	11750122
30-08-2023 07:39	-22.5	-12.76	5.1	10	SOUTHERN MID-ATLANTIC RIDGE	11742288
30-08-2023 07:32	43.93	-129.03	4.1	10	OFF COAST OF OREGON	11739177
Missing quake? Wrong magnitude? Our sources						
